Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
409285000,11500.0,509695.0,QuintaNormal,Hoevel4548y4558,7,4,384,732,3,11700213,
105000000,2950.0,130760.0,PedroAguirreCerda,Rucalhue,2,1,112,145,1,10894299,Legales y Propiedades SpA
128124000,3600.0,159557.0,EstaciónCentral,AvenidaLasParcelas,3,1,59,243,2,10257635,Propiedadesrs
75000000,2107.0,93400.0,Colina,PasajeGonzaloRojas,3,1,103,73,1,9232092,Patricio Gajardo propiedades
53000000,1489.0,66002.0,Colina,HernánDíazArrieta2820,2,1,57,67,1,7085397,Patricio Gajardo propiedades
94000000,2641.0,117061.0,EstaciónCentral,Avenida5deAbril,2,1,72,131,,7586371,Patricio Gajardo propiedades
75000000,2107.0,93400.0,Colina,GabrielaMistral/PabloNeruda,3,1,70,80,2,11688480,Patricio Gajardo propiedades
105000000,2950.0,130760.0,LaFlorida,SanCristóbalTres,2,1,50,120,1,12229303,Gesinprop Gestión Inmobiliaria
76000000,2135.0,94645.0,Maipú,PasajeJosédeMoraleda,3,1,72,72,1,12223374,Gesinprop Gestión Inmobiliaria
76000000,2135.0,94645.0,Maipú,Matías,3,1,46,90,1,12221068,Gesinprop Gestión Inmobiliaria
90000000,2529.0,112080.0,Maipú,LasTinajas&QuintaVergara,3,1,100,134,3,12188657,Gesinprop Gestión Inmobiliaria
75000000,2107.0,93400.0,SanBernardo,ValledelAconcagua,3,2,50,88,1,12187463,Gesinprop Gestión Inmobiliaria
153037000,4300.0,190582.0,Maipú,Merlin,3,2,98,130,2,12187364,Gesinprop Gestión Inmobiliaria
132000000,3709.0,164384.0,QuintaNormal,SalvadorGutiérrez&Jujuy,4,1,69,200,2,8493024,Paula Vivanco Arenas
199000000,5591.0,247821.0,Santiago,Cuevas,7,3,162,185,,12155606,Todo Propiedades
373695000,10500.0,465374.0,LaFlorida,JoséMiguelCarrera,7,3,173,850,3,7850911,
480000000,13487.0,597758.0,LaFlorida,Altomacul,5,6,240,600,2,6474890,Inmobiliaria Barrio Nuevo SpA
142000000,3990.0,176837.0,Santiago,Sandaniel,3,2,100,163,2,12065162,
295397000,8300.0,367867.0,LaFlorida,CaminodelaNaturaleza,3,3,105,280,2,10765504,Ecorredores Gestion Inmobiliaria
391490000,11000.0,487534.0,LaFlorida,Cam.LasCumbres6790,5,3,150,400,2,10105612,Ecorredores Gestion Inmobiliaria
1210060000,34000.0,1506924.0,LasCondes,Laforesta,5,5,360,1150,4,10080545,
160155000,4500.0,199446.0,Lampa,AvenidaLaMontañaSur4149,3,3,80,156,2,8677005,Behouse
129903500,3650.0,161773.0,Lampa,AvenidaLaHacienda,3,2,68,221,1,7850612,Behouse
75000000,2107.0,93400.0,Quilicura,Riocachapoal,2,2,70,78,,11426067,Propital
50000000,1405.0,62267.0,PuenteAlto,CerroParedones,3,1,31,73,,11988681,Cgs Corretaje Inmobiliario Spa
175000000,4917.0,217933.0,Santiago,RíoTrancura,3,3,94,191,4,11840169,
150000000,4215.0,186800.0,QuintaNormal,NuevaImperial,2,1,96,247,1,11933894,Cgs Corretaje Inmobiliario Spa
160000000,4496.0,199253.0,SanBernardo,AltoJahuel,3,2,91,268,2,11915330,Legales y Propiedades SpA
75000000,2107.0,93400.0,LaPintana,VioletaParra,3,1,62,88,1,9449460,Legales y Propiedades SpA
75000000,2107.0,93400.0,LaPintana,PoetaRamóndelValle,3,2,90,80,1,9630711,Legales y Propiedades SpA
160000000,4496.0,199253.0,PuenteAlto,Colombia,5,2,165,315,1,9881681,Legales y Propiedades SpA
302728540,8506.0,376997.0,PuenteAlto,LaParroquia,2,1,83,1000,4,10930652,Legales y Propiedades SpA
266925000,7500.0,332410.0,QuintaNormal,TadeoVargas,4,3,198,354,1,11588945,
180000000,5058.0,224159.0,Santiago,Vichuquén,3,2,79,114,,11791851,Corredora Fuentes Propiedades
120000000,3372.0,149440.0,Santiago,LebuOriente,4,1,131,138,2,11841421,
239000000,6715.0,297634.0,Santiago,Avenida10deJulioHuamachuco,5,4,250,190,1,7756750,Todo Propiedades
444519100,12490.0,553573.0,Huechuraba,SantaMartadeHuechuraba,5,5,156,530,4,11831081,Giordano Propiedades
125000000,3512.0,155666.0,Maipú,DaríoPobleteNúñez,3,2,80,100,2,11607101,dalet propiedades
65129700,1830.0,81108.0,SanBernardo,Sta.Ines3481,3,1,52,75,1,11824596,Rodrigo Cañas de la Cerda Propiedades
115000000,3231.0,143213.0,Maipú,Aracari389,3,1,76,120,2,11786572,Silvana Guillen Propiedades
261586500,7350.0,325762.0,SanMiguel,BartoloSoto,3,3,113,130,1,7971519,Good Property
266569100,7490.0,331967.0,Ñuñoa,Av.JoséPedroAlessandri1625,4,3,109,119,1,7971620,Good Property
160000000,4496.0,199253.0,LaFlorida,LosGeranios70,3,1,84,200,2,11013162,
160155000,4500.0,199446.0,Lampa,Lamontañasur,3,2,88,158,3,11788723,Peralta Propiedades SpA
259807000,7300.0,323545.0,SanMiguel,QuintaAvenida,5,2,200,300,3,11750010,Giordano Propiedades
115000000,3231.0,143213.0,LaGranja,VillalosPensamientos,3,2,61,163,2,9694714,
282940500,7950.0,352354.0,Pudahuel,AvenidaLasFlores,3,3,145,454,2,6059114,Tzanis Propiedades
140580500,3950.0,175069.0,Maipú,PasajeSantaNidia,4,3,160,162,2,10500128,Gesinprop Gestión Inmobiliaria
121000000,3400.0,150685.0,Maipú,Ptovelero,3,2,100,136,1,10733354,Gesinprop Gestión Inmobiliaria
139000000,3906.0,173101.0,Maipú,Lastorres,5,2,127,112,2,10571335,alejandra escanilla garrido
91000000,2557.0,113325.0,Maipú,Elsurazo,3,1,55,100,1,11630172,alejandra escanilla garrido
190406500,5350.0,237119.0,Independencia,PasajeLeonorCepeda,5,2,120,240,,9679579,Hudson Propiedades
140580500,3950.0,175069.0,Buin,ComercianteArmandoPérezCarrasco165,4,2,101,168,2,10221099,Ambiento Propiedades
333834200,9380.0,415734.0,Pudahuel,losrododendrosponiente,4,3,160,400,2,10370614,Tzanis Propiedades
252689000,7100.0,314681.0,Peñalolén,QuebradadeMacul,4,3,112,196,2,9462617,
85000000,2388.0,105853.0,Talagante,VillaEsperanza,2,2,80,138,1,9225401,
85000000,2388.0,105853.0,LaFlorida,LaFlorida,2,1,65,85,1,6425368,Difusion Propiedades
184356200,5180.0,229584.0,Quilicura,PasajeSantaMagdalenaQuilicur,3,2,90,149,2,9743065,Behouse
238453000,6700.0,296953.0,Pudahuel,LaEsperanza,3,3,110,190,1,7146910,Tzanis Propiedades
309633000,8700.0,385595.0,Pudahuel,LosAlmendros,5,3,165,400,2,7016500,Tzanis Propiedades
190406500,5350.0,237119.0,Maipú,CondominioLasCatalpas2,4,4,130,130,1,6992761,Tzanis Propiedades
347002500,9750.0,432133.0,Pudahuel,Efeso,4,3,140,550,2,8201406,Tzanis Propiedades
291838000,8200.0,363435.0,Pudahuel,CerrodeloAguirre,3,3,130,300,3,10653655,Tzanis Propiedades
293617500,8250.0,365651.0,Pudahuel,LosAbedules,3,3,125,850,2,9951428,Tzanis Propiedades
297176500,8350.0,370083.0,Pudahuel,Callenuevaunosur,4,3,120,420,2,9644944,Tzanis Propiedades
241656100,6790.0,300942.0,Pudahuel,EsterodelCobre,3,3,130,170,1,10930337,Tzanis Propiedades
533850000,15000.0,664819.0,LaFlorida,LaFlorida,16,12,389,890,3,2988676,Difusion Propiedades
180000000,5058.0,224159.0,Maipú,LasNaciones,5,3,136,153,2,9274473,
168000000,4720.0,209215.0,PadreHurtado,CaminoBajosdeSta.Cruz342,4,3,130,180,2,10340252,
109900000,3088.0,136862.0,Maipú,Pje.ArmandoCortinez345,3,2,85,120,1,10340294,
160000000,4496.0,199253.0,PuenteAlto,CondominioJardinesdeLasVizcachas,3,3,85,180,2,6359377,Carolina Martinez Propiedades
155000000,4355.0,193026.0,Tiltil,Tiltil,7,3,250,1000,8,3776733,Difusion Propiedades
444875000,12500.0,554016.0,LoBarnechea,ElRodeo-NidodeAguilas,6,4,176,275,2,2652853,Bello Propiedades Gestión Inmobiliaria
153037000,4300.0,190582.0,Maipú,CalleSantaNidia,4,3,107,145,,4003310,
136000000,3821.0,169365.0,SanBernardo,CondominioBarriónuevodenos,3,3,92,148,1,9060758,G A M P. Propiedades
119000000,3344.0,148194.0,Maipú,Elsurazo,5,2,113,108,2,8805661,alejandra escanilla garrido
135000000,3793.0,168120.0,Maipú,SantaBerta,4,3,93,124,,9142610,alejandra escanilla garrido
270484000,7600.0,336842.0,LaFlorida,Sta.Delia7718,5,3,152,200,3,7806625,
175000000,4917.0,217933.0,Maipú,RamayanacercaMetroPlazaMaipu,4,2,110,130,3,3995128,Sucasa Gestión Inmobiliaria
391490000,11000.0,487534.0,Providencia,MiguelClaro1950,4,2,229,248,2,9542577,Sucasa Gestión Inmobiliaria
325000000,9132.0,404732.0,Buin,Maipú490,4,2,127,450,4,9379847,
85000000,2388.0,105853.0,Santiago,Carpay984,4,2,70,80,1,11572248,
354120500,9950.0,440997.0,Colina,Sta.Elena278,3,3,118,350,3,9196861,Behouse
81857000,2300.0,101939.0,PadreHurtado,pasajenarciso1809,3,2,53,65,1,10851413,
165000000,4636.0,205479.0,PuenteAlto,Neculan,4,2,110,150,2,7469698,
162000000,4552.0,201743.0,PuenteAlto,Mapulemu,3,2,80,140,1,9861911,
1032110000,29000.0,1285318.0,LaReina,PalmasdeMallorca,7,6,260,700,4,9364512,
426724100,11990.0,531412.0,Huechuraba,ElCarmen,4,3,170,450,5,11435116,Giordano Propiedades
153037000,4300.0,190582.0,Conchalí,Av.CardenalJoséMaríaCaro3638,5,2,248,292,2,6715809,Paz  Legal & Home
139000000,3906.0,173101.0,Recoleta,AvenidaMéxico,6,2,140,,,6716881,Paz  Legal & Home
130000000,3653.0,161893.0,Lampa,ValleGrande,2,1,60,100,3,10895192,Paz  Legal & Home
177950000,5000.0,221606.0,Maipú,Huenteno,5,3,100,166,2,9546935,
188627000,5300.0,234903.0,Peñaflor,CondominioSol,3,3,90,120,3,9978976,
305718100,8590.0,380720.0,Huechuraba,ElSauce,4,4,140,250,3,11429525,Giordano Propiedades
444839410,12499.0,553972.0,Huechuraba,SantaMartadeHuechuraba,5,5,180,580,5,7971323,Mpm Propiedades Limitada
115000000,3231.0,143213.0,ElMonte,IgnacioPalmaVicuña218,3,3,100,170,2,11440454,Propital
316751000,8900.0,394460.0,Ñuñoa,DoctorGenaroBenavides,4,3,145,285,3,11433288,
261195010,7339.0,325274.0,Providencia,DiegodeAlmagroconSuecia,4,3,94,104,1,11425958,Propital
40000000,1124.0,49813.0,Santiago,JuanMartínezdeRozas2454,3,1,37,32,,11423079,Rosario
99000000,2782.0,123288.0,Macul,JorgeGonzálezBastías4215,2,1,70,128,1,9630477,Rosario
56000000,1573.0,69738.0,PedroAguirreCerda,Pje.43276,3,1,65,70,,9630592,Rosario
709308700,19930.0,883323.0,Santiago,Sta.Elena1130,7,3,3467,752,4,10721217,
571895710,16069.0,712199.0,Ñuñoa,Hannoverconestrellasolitaria,6,2,157,408,6,11417583,Propital
4520,0.0,6.0,Santiago,CostaneraFerreaPoniente,4,3,82,140,4,11399089,Zerpa Propiedades
150000000,4215.0,186800.0,Peñalolén,Peñalolén,5,4,130,175,3,6211455,Difusion Propiedades
320310000,9000.0,398892.0,Buin,AltoSacramento,4,3,188,350,6,11381269,
198000000,5563.0,246575.0,EstaciónCentral,EstaciónCentral,7,3,180,120,2,5395066,Difusion Propiedades
601471000,16900.0,749030.0,Colina,CondominioCanquénNorte,4,3,270,580,4,9752751,Sucasa Gestión Inmobiliaria
137000000,3849.0,170610.0,Conchalí,SeisPoniente,6,2,156,192,1,5093646,Ascaim Propiedades
137021500,3850.0,170637.0,PuenteAlto,LosCastaños1059,3,1,85,185,2,11338850,Ambiento Propiedades
183500000,5156.0,228518.0,SanBernardo,CondominioParqueBalmaceda,4,3,108,182,2,3513793,Balance
560000000,15735.0,697385.0,Buin,Calleelbosque,6,3,550,2000,3,5857769,Sucasa Gestión Inmobiliaria
265000000,7446.0,330012.0,Macul,Av.Marathon2400,4,2,144,221,3,7580054,Sucasa Gestión Inmobiliaria
11057,0.0,14.0,Providencia,MiguelClaroconSantaIsabelProvidencia,3,2,229,248,2,10929361,Sucasa Gestión Inmobiliaria
134530200,3780.0,167534.0,Maipú,Av.BosqueAlto3129,3,3,76,118,2,9231182,Ambiento Propiedades
354000000,9947.0,440847.0,CaleradeTango,SanJosédeTango,3,3,218,5000,6,8310493,G A M P. Propiedades
150000000,4215.0,186800.0,Independencia,LongitudinalSeis1223,3,1,76,145,1,11010819,
120000000,3372.0,149440.0,Maipú,Berkley,4,1,170,220,1,10801762,
135242000,3800.0,168421.0,Buin,PastorPoncianoYañez,3,2,89,212,2,8620279,Ambiento Propiedades
138089200,3880.0,171967.0,PadreHurtado,FernandoMuñozRojas1133,3,2,74,140,1,11252860,
75900000,2133.0,94521.0,LaFlorida,SantaJulia,6,2,110,154,1,10563501,Intermedia Propiedades
294685200,8280.0,366980.0,Santiago,Colin,5,3,263,23000,,9347456,Corretaje Boutique
533850000,15000.0,664819.0,LasCondes,DomingoBondi/AlonsodeCamargo,4,2,170,468,3,11212213,Lorraine Landon Propiedades
80000000,2248.0,99626.0,PadreHurtado,Sanbenedictino52villaSantafe,5,3,106,168,2,10223385,
142360000,4000.0,177285.0,Lampa,LaMontañaNte.3650,3,3,84,133,2,8722194,Behouse
77799740,2186.0,96886.0,SanBernardo,RinconadadeNos,2,1,78,70,2,10633223,Hernán Arriagada
179729500,5050.0,223823.0,LaFlorida,Casaenpasajecerrado,3,2,92,179,2,9141583,Punto Exacto Corredora de Propiedades Ltda.
138801000,3900.0,172853.0,EstaciónCentral,MigueldeCervantes,3,1,77,171,1,9023136,Sp Rios Propiedades
960930000,27000.0,1196675.0,LaFlorida,Lientur,4,4,182,1600,5,3002413,Sp Rios Propiedades
925340000,26000.0,1152354.0,Santiago,AvenidaRicardoLyon/DiegodeAlmagro,5,3,254,490,4,11083332,Lorraine Landon Propiedades
115000000,3231.0,143213.0,PedroAguirreCerda,Alhué3004,4,2,90,100,1,10090797,Arévalo Propiedades
102641560,2884.0,127823.0,PuenteAlto,Abtao,3,1,61,108,2,11066473,Bissac
65500000,1840.0,81569.0,Paine,ParqueNacionalAltosdeLircay,2,1,54,97,1,11029691,
115000000,3231.0,143213.0,Paine,LasAcacias112,3,1,60,1164,,9464865,
462670000,13000.0,576177.0,Peñalolén,AlvaroCasanova355,4,3,140,260,2,11011207,Samsara Propiedades y Asesorías
72000000,2023.0,89664.0,PadreHurtado,VillaParquedelSol,3,2,65,90,1,9643153,Mauro Propiedades
140000000,3934.0,174346.0,PuenteAlto,CalleCardenalFresno,3,3,92,172,4,7675587,Mauro Propiedades
252333100,7090.0,314238.0,SanBernardo,VolcánPomerape.,3,2,83,750,6,10957028,Propiedades Abarca
409285000,11500.0,509695.0,LaReina,PríncipedeGales,5,4,150,250,2,10953746,
115952220,3258.0,144399.0,SanBernardo,PasajeRemi,3,2,63,107,2,10730488,Propiedades Abarca
242012000,6800.0,301385.0,Peñalolén,AlbertoOrregoLuco,3,2,98,227,2,10916394,Lorraine Landon Propiedades
210000000,5901.0,261519.0,LaFlorida,Sinaí,4,2,153,173,2,6558925,Paz  Legal & Home
206422000,5800.0,257064.0,Buin,AltoSacramento,4,3,130,216,2,8631344,
97000000,2725.0,120797.0,Maipú,NemesioAntunez,3,3,79,106,2,7726360,
295397000,8300.0,367867.0,LaCisterna,Pintados180,5,2,150,330,3,10878080,Rodrigo Cañas de la Cerda Propiedades
75000000,2107.0,93400.0,Melipilla,entretacnaconyungaymelipilla,3,1,43,198,2,8876766,Paula Vivanco Arenas
320310000,9000.0,398892.0,LaFlorida,¡Miraesto!¡Esespectacular!RojasMagallanes,4,4,177,259,3,4870914,Punto Exacto Corredora de Propiedades Ltda.
125000000,3512.0,155666.0,Macul,Montevideo,3,1,81,160,3,8174557,Novavista
105000000,2950.0,130760.0,LaReina,Cordillera,4,1,70,135,1,6128942,Novavista
480465000,13500.0,598337.0,Colina,PortalLosMaitenes,3,3,167,400,3,9531622,Tym Corredoras
252689000,7100.0,314681.0,LaFlorida,EnriqueOlivaresconAlicahue,4,2,100,240,2,10697355,
323869000,9100.0,403324.0,Colina,CaminodelMimo,5,4,139,330,2,10686291,
373695000,10500.0,465374.0,SanBernardo,Eyzaguirre1210,10,4,200,662,8,10680700,
227000000,6378.0,282690.0,Quilicura,ValleLoCampino,5,3,178,216,1,9742504,G A M P. Propiedades
151257500,4250.0,188366.0,Independencia,Gral.Saavedra1324,7,2,197,225,,9555440,Román Propiedades
266925000,7500.0,332410.0,LaFlorida,CascadadelaPalomaSur,3,3,121,290,2,10656285,Samsara Propiedades y Asesorías
143000000,4018.0,178082.0,Recoleta,DoctorSoterodelRío&Huasco,4,2,160,300,2,7755357,Navacasa Propiedades
75000000,2107.0,93400.0,PuenteAlto,PedroNúñezFernández,2,1,56,80,2,9634508,
69500000,1953.0,86550.0,Buin,SanFélix129,2,1,54,82,1,9552084,
140000000,3934.0,174346.0,PuenteAlto,SanExpedito,3,2,90,110,1,10199601,
907545000,25500.0,1130193.0,LoBarnechea,LasPataguas,5,6,320,1040,6,10572453,
75000000,2107.0,93400.0,PadreHurtado,Villacentenario,2,1,60,90,1,10371383,Propiedades Coda
120000000,3372.0,149440.0,Peñaflor,DonVicente,3,3,130,150,2,10371607,Propiedades Coda
64500000,1812.0,80324.0,PuenteAlto,SargentoMenadier,5,2,130,115,2,10563302,Intermedia Propiedades
79000000,2220.0,98381.0,EstaciónCentral,Anay,3,2,80,160,1,8723620,Arévalo Propiedades
205000000,5760.0,255293.0,Santiago,Cuevas/Maule,7,3,161,185,,8677192,
240000000,6743.0,298879.0,Santiago,Carmen/Barretos,5,3,190,250,1,8677225,
88000000,2473.0,109589.0,Pudahuel,LosTricahues,3,2,65,90,2,6431360,
74000000,2079.0,92154.0,Maipú,BanderaChilena,4,2,50,69,1,9674826,alejandra escanilla garrido
448434000,12600.0,558448.0,LaReina,SectorBlestGanaL3CastilloVelasco,3,2,228,451,3,9153550,Bello Propiedades Gestión Inmobiliaria
240232500,6750.0,299169.0,Buin,AltoSacramento,4,3,119,220,2,9140364,
227776000,6400.0,283656.0,LasCondes,MartíndeZamora/lareconquista,2,1,60,80,,10327869,Kinast Propiedades
130000000,3653.0,161893.0,Lampa,LosHalcones,3,1,85,180,3,10284765,Alessandro Matteucci Cajas
273000000,7671.0,339975.0,Peñalolén,LosJardineros,4,2,250,500,4,7742050,Helena de Troya
180000000,5058.0,224159.0,LoPrado,LosPlátanosxxx6,8,8,139,282,3,7844718,
286499500,8050.0,356786.0,Peñalolén,ElOlivillo5956,5,3,131,241,1,5311878,Arévalo Propiedades
120000000,3372.0,149440.0,Maipú,CerroBlanco,2,2,75,149,1,10084070,Codalu Propiedades
120000000,3372.0,149440.0,Maipú,CerroBarón,4,2,82,104,1,10081031,Codalu Propiedades
120000000,3372.0,149440.0,PuenteAlto,AvenidaLasNievesOriente,3,3,84,120,1,10080601,Codalu Propiedades
743831000,20900.0,926315.0,LoBarnechea,CaminodelYunque,4,3,225,700,2,7086037,Platoni y Bonet Propiedades
151257500,4250.0,188366.0,SanBernardo,PasajeTurinPoniente,4,2,85,155,2,8657276,Rodrigo Cañas de la Cerda Propiedades
117589360,3304.0,146438.0,PuenteAlto,PasajeIslaNavarino,3,2,102,86,1,9728294,Margarita Leiva Catalan
355900000,10000.0,443213.0,LaFlorida,LasChilcasNorte,3,2,140,1000,4,8574336,Gilmpb
622825000,17500.0,775623.0,Peñalolén,Elembalse,4,3,200,2000,,8574183,Gilmpb
176900000,4970.0,220299.0,Ñuñoa,Zañartu2740,4,2,100,124,1,9767097,
960752050,26995.0,1196453.0,LoBarnechea,CaminodeLosCastores,6,6,350,1000,7,7923562,Rsa Gestión Inmobiliaria
178270310,5009.0,222005.0,PuenteAlto,Canaldelaluz,3,3,99,157,2,6175452,Enfoque Propiedades
130000000,3653.0,161893.0,PuenteAlto,Aguavivanorte,3,1,75,102,1,7809524,Enfoque Propiedades
140000000,3934.0,174346.0,PuenteAlto,Cabrero,4,1,74,162,2,8107890,Enfoque Propiedades
122000000,3428.0,151930.0,Maipú,Losmoais,3,1,91,138,1,9302068,
247350500,6950.0,308033.0,Buin,CamiloBerriosQuintanilla,3,3,112,240,2,7970036,Propiedades Abarca
432418500,12150.0,538504.0,LaReina,CarlosSilvaVildósola,5,4,140,220,2,6133981,Equus Gestión Inmobiliaria
203000000,5704.0,252802.0,PuenteAlto,Independencia381,4,3,113,178,2,8189896,Giovanna Pomar
274043000,7700.0,341274.0,PuenteAlto,Lamontura,4,3,122,374,2,6943932,Enfoque Propiedades
93000000,2613.0,115816.0,PuenteAlto,PasajelaCañadaOriente,2,2,49,80,1,8548548,Enfoque Propiedades
569440000,16000.0,709141.0,Vitacura,Géminisii,3,2,140,310,2,5893319,
208201500,5850.0,259280.0,Quilicura,EduardoMaira,3,2,145,247,4,8176688,Margarita Leiva Catalan
164000000,4608.0,204234.0,PuenteAlto,Sanmaximo,3,2,89,181,3,8448868,Enfoque Propiedades
675000000,18966.0,840598.0,LaReina,JoséZapiola8774,4,3,150,210,2,2272898,Helena de Troya
480465000,13500.0,598337.0,Peñalolén,AlvaroCasanova355,5,4,220,340,2,7891532,Equus Gestión Inmobiliaria
170000000,4777.0,211706.0,Santiago,Ñuble49,2,1,85,100,,6682214,
76000000,2135.0,94645.0,PuenteAlto,PasajeQuechua02338,3,2,90,110,3,6682359,
249130000,7000.0,310249.0,Pudahuel,VuelodeCodornizNorte,4,3,137,225,1,6355152,Promoción Inmobiliaria
360000000,10115.0,448319.0,LaCisterna,Esmeralda&AvenidaFernandezAlbano,4,3,270,480,4,7064113,
160000000,4496.0,199253.0,LaCisterna,brisas000,3,1,150,331,4,7063582,
266925000,7500.0,332410.0,Pudahuel,AvenidaPedrodeAretxabala,4,3,129,228,2,6945383,Promoción Inmobiliaria
1299035000,36500.0,1617727.0,LoBarnechea,ContralmiranteFernándezVial/ElTranque,6,5,344,702,5,12341490,Viel Propiedades dos Ltda.
85000000,2388.0,105853.0,Colina,LasAraucarias,2,1,52,91,,12341157,Urbalia
366577000,10300.0,456509.0,Colina,Santaelenalosnogalesii,3,3,135,135,2,12341129,Urbalia
444875000,12500.0,554016.0,Colina,Colina,6,4,170,610,3,12339449,Proyecta Propiedades - Santa Elena de Chicureo
87000000,2445.0,108344.0,PadreHurtado,valledelaconcagua,3,1,65,90,2,12337901,Easyprop
462670000,13000.0,576177.0,Maipú,libertad377,5,6,217,596,5,12337835,Easyprop
88000000,2473.0,109589.0,PuenteAlto,eyzaguirre,4,2,80,100,1,12337819,Easyprop
160155000,4500.0,199446.0,PadreHurtado,rodolfojaramillo2718,3,3,84,169,2,12337777,Easyprop
77000000,2164.0,95890.0,Maipú,Olimpo,3,2,55,93,4,12337693,Easyprop
165493500,4650.0,206094.0,Maipú,elhelechosur18535,3,1,89,200,3,12337577,Easyprop
270484000,7600.0,336842.0,Maipú,alcaldejoseluisinfantelarrain,3,3,155,233,4,12337535,Easyprop
125000000,3512.0,155666.0,Pudahuel,ElRaulí8575,3,2,90,98,1,12336409,
150189800,4220.0,187036.0,PuenteAlto,Alcántara,4,3,90,200,2,7741272,
473347000,13300.0,589473.0,LasCondes,Puntadeleste//LasCondes,4,2,110,258,2,12335775,Nexxos
199837850,5615.0,248864.0,PuenteAlto,CiudaddelEste,5,3,178,264,1,12335701,Nexxos
155000000,4355.0,193026.0,Ñuñoa,MAP-Sevendecasaesquinaparaproyectoocomercioenñuñoa,3,1,40,198,2,12335402,Easyprop
126807170,3563.0,157917.0,PuenteAlto,Map-SevendeBellaCasa4H,4,3,80,105,3,12335381,Easyprop
266925000,7500.0,332410.0,Huechuraba,MAP-SeVendeHermosaCasa3D,3,3,107,180,2,12335308,Easyprop
220000000,6182.0,273973.0,Conchalí,MAP-SevendeHermosayampliacasa5H,5,2,182,250,4,12335276,Easyprop
151257500,4250.0,188366.0,LaFlorida,Sevendeterrenourbanizadode450m2,6,3,450,450,,12334556,Easyprop
80077500,2250.0,99723.0,PuenteAlto,SanHugo/NemesioVicuña,3,1,62,74,,12334482,Aleida Lama Propiedades
201083500,5650.0,250415.0,PuenteAlto,av.canaldelaluz3640,3,3,99,300,3,12333894,Easyprop
496480500,13950.0,618282.0,LaFlorida,Venezuela,7,4,206,1000,6,12333790,Houm
286499500,8050.0,356786.0,Santiago,Antupiren,4,2,119,182,2,12332975,
78120050,2195.0,97285.0,LoEspejo,Av.PadreAlbertoHurtado7404,3,1,74,160,4,10538738,Propiedades Roca.cl
130000000,3653.0,161893.0,Maipú,EduardoFreiCercanoAlfredoSilvaCarvallo,4,2,84,90,2,6529581,Unne
56000000,1573.0,69738.0,LaGranja,IslaHumos8654,3,1,53,63,,10633012,
110329000,3100.0,137396.0,PuenteAlto,Lomasdelviento,3,1,56,90,1,12330886,Propital
1352064100,37990.0,1683766.0,LaReina,Plazachileperu,6,3,295,1150,,5351609,Nativo Propiedades
925340000,26000.0,1152354.0,Ñuñoa,Hernancortes//pedrodevaldivia,11,4,567,702,1269,9275128,Unne
115000000,3231.0,143213.0,Maipú,CalleEleodoroRodriguezMatte,3,2,62,100,1,12330013,
150000000,4215.0,186800.0,LaFlorida,BosqueChileno2478,3,2,65,105,1,12329293,Asesoría Inmob.catalantorres
551645000,15500.0,686980.0,LasCondes,ManquehueSur/AlonsodeCamargo,4,3,200,500,3,12327338,Bofill y  Asociados Ltda
284720000,8000.0,354570.0,LaReina,Paulajaraquemada,3,1,88,275,,12327234,Bofill y  Asociados Ltda
745000000,20933.0,927771.0,LasCondes,LaForestaOriente/FranciscoBulnesCorrea,6,5,180,542,2,12327057,Bofill y  Asociados Ltda
1031398200,28980.0,1284431.0,LoBarnechea,CaminoLosRefugios/CondominioLosQuillayes,7,5,300,5600,10,12326927,Bofill y  Asociados Ltda
391490000,11000.0,487534.0,LasCondes,JumboBilbao,3,2,122,226,2,12326876,Bofill y  Asociados Ltda
261586500,7350.0,325762.0,Providencia,ManuelMontt-EliodoroYañez,3,1,91,91,,12326791,Bofill y  Asociados Ltda
319954100,8990.0,398448.0,LaReina,MetroPrincipedeGales,4,2,119,165,1,12325852,Bofill y  Asociados Ltda
1204721500,33850.0,1500276.0,LoBarnechea,CerroPandeAzucar/ManquehueOriente,6,7,520,832,,12325737,Bofill y  Asociados Ltda
632790200,17780.0,788033.0,Providencia,EliecerParadayhernandodeaguirre,4,3,281,500,4,12325630,Bofill y  Asociados Ltda
444875000,12500.0,554016.0,Vitacura,ElAromo/LoBeltran,5,4,130,150,2,12324817,Viel Propiedades dos Ltda.
396828500,11150.0,494182.0,LasCondes,Parnell,3,3,113,253,2,12323696,Sgq Propiedades
65841500,1850.0,81994.0,Quilicura,Salesianos,2,1,80,56,1,9513451,Unne
1281240000,36000.0,1595567.0,Vitacura,FranciscodeAguirre/Espoz,5,5,330,560,4,12324634,Viel Propiedades dos Ltda.
398608000,11200.0,496399.0,LasCondes,LosDominicos/Torremolinos,3,2,75,229,3,12324534,Viel Propiedades dos Ltda.
202863000,5700.0,252631.0,QuintaNormal,JuanaQuinel01730,6,2,299,390,6,12323681,
1263445000,35500.0,1573406.0,LasCondes,Cerrosanluis,4,4,168,233,3,12323629,Viel Propiedades dos Ltda.
82000000,2304.0,102117.0,PuenteAlto,PuenteAlto,4,2,48,123,2,12322314,Agente Propiedades
109000000,3063.0,135741.0,CaleradeTango,CaleradeTango,4,2,90,140,1,12322145,Agente Propiedades
